Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,BioProject
PP613541,Severe acute respiratory syndrome coronavirus 2,SRR16860748,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210503_01B21,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29733,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-01,SAMN22978496,PRJNA704697
PP613618,Severe acute respiratory syndrome coronavirus 2,SRR16860585,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210504_00B20,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29733,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-03,SAMN22978607,PRJNA704697
PP613691,Severe acute respiratory syndrome coronavirus 2,SRR16861769,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210506_00D18,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29733,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-04,SAMN22978890,PRJNA704697
PP613695,Severe acute respiratory syndrome coronavirus 2,SRR16861675,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210506_00E01,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29733,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-04,SAMN22978896,PRJNA704697
PP613707,Severe acute respiratory syndrome coronavirus 2,SRR16861200,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210506_00E20,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29733,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-04,SAMN22978909,PRJNA704697
PP613756,Severe acute respiratory syndrome coronavirus 2,SRR16861087,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210510_00B21,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29733,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-06,SAMN22978987,PRJNA704697
PP613770,Severe acute respiratory syndrome coronavirus 2,SRR16861072,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210510_00C15,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29733,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-08,SAMN22979001,PRJNA704697
PP613863,Severe acute respiratory syndrome coronavirus 2,SRR16861487,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210510_01B07,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29733,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-07,SAMN22979114,PRJNA704697
PP613886,Severe acute respiratory syndrome coronavirus 2,SRR16861431,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210510_01C13,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29733,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-07,SAMN22979138,PRJNA704697
PP614002,Severe acute respiratory syndrome coronavirus 2,SRR16861874,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210512_00E05,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29733,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-10,SAMN22979272,PRJNA704697
PP614034,Severe acute respiratory syndrome coronavirus 2,SRR16861815,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210514_00C04,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29763,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-12,SAMN22979326,PRJNA704697
PP614062,Severe acute respiratory syndrome coronavirus 2,SRR16861779,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210514_00D20,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29739,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-12,SAMN22979357,PRJNA704697
PP614104,Severe acute respiratory syndrome coronavirus 2,SRR16861670,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210514_00I17,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29741,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-12,SAMN22979431,PRJNA704697
PP614131,Severe acute respiratory syndrome coronavirus 2,SRR16861332,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210517_00C11,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29741,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-16,SAMN22979466,PRJNA704697
PP614149,Severe acute respiratory syndrome coronavirus 2,SRR16861308,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210517_00D12,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29735,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-16,SAMN22979487,PRJNA704697
PP614180,Severe acute respiratory syndrome coronavirus 2,SRR16861252,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210517_00G03,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29735,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-16,SAMN22979537,PRJNA704697
PP614190,Severe acute respiratory syndrome coronavirus 2,SRR16861203,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210517_00H01,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29741,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-16,SAMN22979554,PRJNA704697
PP614205,Severe acute respiratory syndrome coronavirus 2,SRR16861125,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210519_00B03,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29735,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-14,SAMN22979584,PRJNA704697
PP614212,Severe acute respiratory syndrome coronavirus 2,SRR16861115,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210519_00B15,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29733,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-18,SAMN22979593,PRJNA704697
PP614237,Severe acute respiratory syndrome coronavirus 2,SRR16861568,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210519_00D04,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29735,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-17,SAMN22979621,PRJNA704697
PP614251,Severe acute respiratory syndrome coronavirus 2,SRR16861546,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210519_00E12,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29736,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-17,SAMN22979640,PRJNA704697
PP614287,Severe acute respiratory syndrome coronavirus 2,,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210521_00B19,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29735,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-20,,PRJNA704697
PP614298,Severe acute respiratory syndrome coronavirus 2,,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210521_00C08,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29733,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-20,,PRJNA704697
PP614318,Severe acute respiratory syndrome coronavirus 2,,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210524_00A10,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29735,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-22,,PRJNA704697
PP614353,Severe acute respiratory syndrome coronavirus 2,,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210524_00C08,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29733,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-05-22,,PRJNA704697
PP614457,Severe acute respiratory syndrome coronavirus 2,SRR16861887,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210603_00A20,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29766,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-06-02,SAMN22979765,PRJNA704697
PP614512,Severe acute respiratory syndrome coronavirus 2,SRR16862429,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210607_00D15,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29741,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-06-05,SAMN22981157,PRJNA704697
PP615190,Severe acute respiratory syndrome coronavirus 2,SRR16862827,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210615_00A02,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29773,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-06-10,SAMN22981196,PRJNA704697
PP615193,Severe acute respiratory syndrome coronavirus 2,SRR16862699,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210615_00A06,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29741,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-06-11,SAMN22981200,PRJNA704697
PP615196,Severe acute respiratory syndrome coronavirus 2,SRR16862562,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210615_00A14,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29733,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-06-11,SAMN22981204,PRJNA704697
PP615197,Severe acute respiratory syndrome coronavirus 2,SRR16862551,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210615_00A15,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29735,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-06-12,SAMN22981205,PRJNA704697
PP615200,Severe acute respiratory syndrome coronavirus 2,SRR16862479,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210615_00A19,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29739,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-06-12,SAMN22981209,PRJNA704697
PP615204,Severe acute respiratory syndrome coronavirus 2,SRR16862395,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210615_00B04,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29739,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-06-12,SAMN22981214,PRJNA704697
PP615212,Severe acute respiratory syndrome coronavirus 2,SRR16862274,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210615_00B17,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29739,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-06-09,SAMN22981224,PRJNA704697
