OK548189,The Scripps Research Institute,USA,,,EMBL
MW617687,Broad Institute of MIT and Harvard,USA,,,EMBL
MW763128,,USA,,,EMBL
MW854297,,Italy,,,EMBL
MW972888,,USA,,,EMBL
LR991699,COVID-19 Genomics UK Consortium,United Kingdom,,,EMBL
OU015160,Clinical Bioinformatics Area,Spain,,,EMBL
MZ562758,,India,,,EMBL
OK193740,,USA,,,EMBL
OU014436,Clinical Bioinformatics Area,Spain,,,EMBL
MW932549,,USA,,,EMBL
MZ056105,,USA,,,EMBL
OK293078,,USA,,,EMBL
MZ239485,FLDOH,USA,,,EMBL
OV754178,COVID-19 Genomics UK Consortium,United Kingdom,,,EMBL
OM898676,,USA,,,EMBL
OM873778,CDC-OAMD,USA,,,EMBL
OK248388,,USA,,,EMBL
OW123901,Comenius University Science Park Public Health Authority of the Slovak Republic,Slovakia,,,EMBL
OU252206,COVID-19 Genomics UK Consortium,United Kingdom,,,EMBL
MZ034671,,USA,,,EMBL
OD913776,COVID-19 Genomics UK Consortium,United Kingdom,,,EMBL
OK626882,,Finland,,,EMBL
OU154827,Robert Koch Institute,Germany,,,EMBL
OU555196,COVID-19 Genomics UK Consortium,United Kingdom,,,EMBL
EPI_ISL_402124,Wuhan Institute of Virology,China,,,GISAID
NC_045512,"National Center for Biotechnology Information, NIH",China,,PRJNA485481,RefSeq
